sequence,timestamp_ms,record_type,event_id,event_type,station_id,unit_id,queue_length_after,previous_state,new_state,cycle_time_ms,dark_zone_id,checkpoint_id,sensor_type,sensor_value,sensor_unit,check_type,check_result
789,89843,SENSOR,,SENSOR_READING,S05,,,,,,,,CURRENT,2.15605,A,,
790,89843,SENSOR,,SENSOR_READING,S05,,,,,,,,TORQUE,0.306964,Nm,,
791,89856,SENSOR,,SENSOR_READING,S15,,,,,,,,VIBRATION,0.173229,g,,
792,89856,SENSOR,,SENSOR_READING,S15,,,,,,,,TEMPERATURE,39.38,C,,
793,89856,SENSOR,,SENSOR_READING,S15,,,,,,,,CURRENT,2.27389,A,,
794,89856,SENSOR,,SENSOR_READING,S15,,,,,,,,TORQUE,0.614906,Nm,,
795,89946,SENSOR,,SENSOR_READING,S06,,,,,,,,VIBRATION,0.108142,g,,
796,89946,SENSOR,,SENSOR_READING,S06,,,,,,,,TEMPERATURE,39.2352,C,,
797,89946,SENSOR,,SENSOR_READING,S06,,,,,,,,CURRENT,2.29559,A,,
798,89946,SENSOR,,SENSOR_READING,S06,,,,,,,,TORQUE,0.67182,Nm,,
799,89975,SENSOR,,SENSOR_READING,S19,,,,,,,,VIBRATION,0.157847,g,,
800,89975,SENSOR,,SENSOR_READING,S19,,,,,,,,TEMPERATURE,39.2976,C,,
801,89975,SENSOR,,SENSOR_READING,S19,,,,,,,,CURRENT,2.14861,A,,
802,89975,SENSOR,,SENSOR_READING,S19,,,,,,,,TORQUE,0.268547,Nm,,
803,90297,SENSOR,,SENSOR_READING,S29,,,,,,,,VIBRATION,0.157632,g,,
804,90297,SENSOR,,SENSOR_READING,S29,,,,,,,,TEMPERATURE,39.2324,C,,
805,90297,SENSOR,,SENSOR_READING,S29,,,,,,,,CURRENT,2.25227,A,,
806,90297,SENSOR,,SENSOR_READING,S29,,,,,,,,TORQUE,0.448402,Nm,,
807,90868,SENSOR,,SENSOR_READING,S23,,,,,,,,VIBRATION,0.197082,g,,
808,90868,SENSOR,,SENSOR_READING,S23,,,,,,,,TEMPERATURE,39.3003,C,,
809,90868,SENSOR,,SENSOR_READING,S23,,,,,,,,CURRENT,2.20326,A,,
810,90868,SENSOR,,SENSOR_READING,S23,,,,,,,,TORQUE,0,Nm,,
811,91030,SENSOR,,SENSOR_READING,S16,,,,,,,,VIBRATION,0.180706,g,,
812,91030,SENSOR,,SENSOR_READING,S16,,,,,,,,TEMPERATURE,39.8517,C,,
813,91030,SENSOR,,SENSOR_READING,S16,,,,,,,,CURRENT,2.21363,A,,
814,91030,SENSOR,,SENSOR_READING,S16,,,,,,,,TORQUE,0,Nm,,
815,91061,SENSOR,,SENSOR_READING,S07,,,,,,,,VIBRATION,0.126911,g,,
816,91061,SENSOR,,SENSOR_READING,S07,,,,,,,,TEMPERATURE,38.8678,C,,
817,91061,SENSOR,,SENSOR_READING,S07,,,,,,,,CURRENT,2.25942,A,,
818,91061,SENSOR,,SENSOR_READING,S07,,,,,,,,TORQUE,0,Nm,,
819,91130,SENSOR,,SENSOR_READING,S12,,,,,,,,VIBRATION,0.186207,g,,
820,91130,SENSOR,,SENSOR_READING,S12,,,,,,,,TEMPERATURE,38.9489,C,,
821,91130,SENSOR,,SENSOR_READING,S12,,,,,,,,CURRENT,2.24845,A,,
822,91130,SENSOR,,SENSOR_READING,S12,,,,,,,,TORQUE,0,Nm,,
823,91997,SENSOR,,SENSOR_READING,S20,,,,,,,,VIBRATION,0.179941,g,,
824,91997,SENSOR,,SENSOR_READING,S20,,,,,,,,TEMPERATURE,39.1726,C,,
825,91997,SENSOR,,SENSOR_READING,S20,,,,,,,,CURRENT,2.27211,A,,
826,91997,SENSOR,,SENSOR_READING,S20,,,,,,,,TORQUE,0,Nm,,
827,91998,SENSOR,,SENSOR_READING,S01,,,,,,,,VIBRATION,1.0479,g,,
828,91998,SENSOR,,SENSOR_READING,S01,,,,,,,,TEMPERATURE,54.9718,C,,
829,91998,SENSOR,,SENSOR_READING,S01,,,,,,,,CURRENT,14.6736,A,,
830,91998,SENSOR,,SENSOR_READING,S01,,,,,,,,TORQUE,55.7565,Nm,,
831,92479,SENSOR,,SENSOR_READING,S27,,,,,,,,VIBRATION,0.245804,g,,
832,92479,SENSOR,,SENSOR_READING,S27,,,,,,,,TEMPERATURE,39.7707,C,,
833,93269,SENSOR,,SENSOR_READING,S03,,,,,,,,VIBRATION,0.954675,g,,
834,93269,SENSOR,,SENSOR_READING,S03,,,,,,,,TEMPERATURE,44.1277,C,,
835,93269,SENSOR,,SENSOR_READING,S03,,,,,,,,CURRENT,14.2082,A,,
836,93269,SENSOR,,SENSOR_READING,S03,,,,,,,,TORQUE,50.4469,Nm,,
837,97190,SENSOR,,SENSOR_READING,S17,,,,,,,,VIBRATION,0.208964,g,,
838,97190,SENSOR,,SENSOR_READING,S17,,,,,,,,TEMPERATURE,39.32,C,,
839,97190,SENSOR,,SENSOR_READING,S17,,,,,,,,CURRENT,1.96159,A,,
840,97190,SENSOR,,SENSOR_READING,S17,,,,,,,,TORQUE,0.729586,Nm,,
841,97928,SENSOR,,SENSOR_READING,S25,,,,,,,,VIBRATION,0.225902,g,,
842,97928,SENSOR,,SENSOR_READING,S25,,,,,,,,TEMPERATURE,38.9994,C,,
843,97928,SENSOR,,SENSOR_READING,S25,,,,,,,,CURRENT,2.10747,A,,
844,97928,SENSOR,,SENSOR_READING,S25,,,,,,,,TORQUE,0.0765424,Nm,,
845,98371,SENSOR,,SENSOR_READING,S22,,,,,,,,VIBRATION,0.159414,g,,
846,98371,SENSOR,,SENSOR_READING,S22,,,,,,,,TEMPERATURE,39.0539,C,,
847,98371,SENSOR,,SENSOR_READING,S22,,,,,,,,CURRENT,2.16663,A,,
848,98371,SENSOR,,SENSOR_READING,S22,,,,,,,,TORQUE,0,Nm,,
849,98681,SENSOR,,SENSOR_READING,S05,,,,,,,,VIBRATION,0.296579,g,,
850,98681,SENSOR,,SENSOR_READING,S05,,,,,,,,TEMPERATURE,39.6059,C,,
851,98681,SENSOR,,SENSOR_READING,S05,,,,,,,,CURRENT,2.16969,A,,
852,98681,SENSOR,,SENSOR_READING,S05,,,,,,,,TORQUE,0.33326,Nm,,
853,99030,SENSOR,,SENSOR_READING,S11,,,,,,,,VIBRATION,0.2417,g,,
854,99030,SENSOR,,SENSOR_READING,S11,,,,,,,,TEMPERATURE,39.9096,C,,
855,99030,SENSOR,,SENSOR_READING,S11,,,,,,,,CURRENT,2.15705,A,,
856,99030,SENSOR,,SENSOR_READING,S11,,,,,,,,TORQUE,0.71063,Nm,,
857,99745,SENSOR,,SENSOR_READING,S19,,,,,,,,VIBRATION,0.165749,g,,
858,99745,SENSOR,,SENSOR_READING,S19,,,,,,,,TEMPERATURE,39.0173,C,,
859,99745,SENSOR,,SENSOR_READING,S19,,,,,,,,CURRENT,2.26953,A,,
860,99745,SENSOR,,SENSOR_READING,S19,,,,,,,,TORQUE,0,Nm,,
861,99934,SENSOR,,SENSOR_READING,S02,,,,,,,,VIBRATION,1.22192,g,,
862,99934,SENSOR,,SENSOR_READING,S02,,,,,,,,TEMPERATURE,52.6343,C,,
863,99934,SENSOR,,SENSOR_READING,S02,,,,,,,,CURRENT,14.5238,A,,
864,99934,SENSOR,,SENSOR_READING,S02,,,,,,,,TORQUE,55.6851,Nm,,
865,99978,SENSOR,,SENSOR_READING,S06,,,,,,,,VIBRATION,0.142824,g,,
866,99978,SENSOR,,SENSOR_READING,S06,,,,,,,,TEMPERATURE,39.3224,C,,
867,99978,SENSOR,,SENSOR_READING,S06,,,,,,,,CURRENT,2.18425,A,,
868,99978,SENSOR,,SENSOR_READING,S06,,,,,,,,TORQUE,0.0750488,Nm,,
869,100048,SENSOR,,SENSOR_READING,S12,,,,,,,,VIBRATION,0.11503,g,,
870,100048,SENSOR,,SENSOR_READING,S12,,,,,,,,TEMPERATURE,38.8912,C,,
871,100048,SENSOR,,SENSOR_READING,S12,,,,,,,,CURRENT,2.27376,A,,
872,100048,SENSOR,,SENSOR_READING,S12,,,,,,,,TORQUE,0,Nm,,
873,100090,SENSOR,,SENSOR_READING,S07,,,,,,,,VIBRATION,0.190748,g,,
874,100090,SENSOR,,SENSOR_READING,S07,,,,,,,,TEMPERATURE,38.4596,C,,
875,100090,SENSOR,,SENSOR_READING,S07,,,,,,,,CURRENT,2.38408,A,,
876,100090,SENSOR,,SENSOR_READING,S07,,,,,,,,TORQUE,0,Nm,,
877,100170,SENSOR,,SENSOR_READING,S28,,,,,,,,VIBRATION,0.234162,g,,
878,100170,SENSOR,,SENSOR_READING,S28,,,,,,,,TEMPERATURE,38.9705,C,,
879,100170,SENSOR,,SENSOR_READING,S28,,,,,,,,CURRENT,2.16242,A,,
880,100170,SENSOR,,SENSOR_READING,S28,,,,,,,,TORQUE,0.562487,Nm,,
881,100496,SENSOR,,SENSOR_READING,S26,,,,,,,,VIBRATION,0.212073,g,,
882,100496,SENSOR,,SENSOR_READING,S26,,,,,,,,TEMPERATURE,39.1445,C,,
883,100496,SENSOR,,SENSOR_READING,S26,,,,,,,,CURRENT,2.02366,A,,
884,100496,SENSOR,,SENSOR_READING,S26,,,,,,,,TORQUE,0,Nm,,
885,100558,SENSOR,,SENSOR_READING,S23,,,,,,,,VIBRATION,0.180434,g,,
886,100558,SENSOR,,SENSOR_READING,S23,,,,,,,,TEMPERATURE,39.1499,C,,
887,100558,SENSOR,,SENSOR_READING,S23,,,,,,,,CURRENT,2.37859,A,,
888,100558,SENSOR,,SENSOR_READING,S23,,,,,,,,TORQUE,0,Nm,,
889,100816,SENSOR,,SENSOR_READING,S15,,,,,,,,VIBRATION,0.182778,g,,
890,100816,SENSOR,,SENSOR_READING,S15,,,,,,,,TEMPERATURE,39.5238,C,,
891,100816,SENSOR,,SENSOR_READING,S15,,,,,,,,CURRENT,2.06965,A,,
892,100816,SENSOR,,SENSOR_READING,S15,,,,,,,,TORQUE,0.361377,Nm,,
893,101471,SENSOR,,SENSOR_READING,S20,,,,,,,,VIBRATION,0.257904,g,,
894,101471,SENSOR,,SENSOR_READING,S20,,,,,,,,TEMPERATURE,39.1719,C,,
895,101471,SENSOR,,SENSOR_READING,S20,,,,,,,,CURRENT,2.30619,A,,
896,101471,SENSOR,,SENSOR_READING,S20,,,,,,,,TORQUE,0,Nm,,
897,101489,SENSOR,,SENSOR_READING,S29,,,,,,,,VIBRATION,0.193166,g,,
898,101489,SENSOR,,SENSOR_READING,S29,,,,,,,,TEMPERATURE,39.0474,C,,
899,101489,SENSOR,,SENSOR_READING,S29,,,,,,,,CURRENT,1.98336,A,,
900,101489,SENSOR,,SENSOR_READING,S29,,,,,,,,TORQUE,0,Nm,,
901,101852,SENSOR,,SENSOR_READING,S16,,,,,,,,VIBRATION,0.19684,g,,
902,101852,SENSOR,,SENSOR_READING,S16,,,,,,,,TEMPERATURE,39.8009,C,,
903,101852,SENSOR,,SENSOR_READING,S16,,,,,,,,CURRENT,2.05451,A,,
904,101852,SENSOR,,SENSOR_READING,S16,,,,,,,,TORQUE,0.8345,Nm,,
905,101905,SENSOR,,SENSOR_READING,S01,,,,,,,,VIBRATION,1.11005,g,,
906,101905,SENSOR,,SENSOR_READING,S01,,,,,,,,TEMPERATURE,55.8261,C,,
907,101905,SENSOR,,SENSOR_READING,S01,,,,,,,,CURRENT,14.4436,A,,
908,101905,SENSOR,,SENSOR_READING,S01,,,,,,,,TORQUE,55.1759,Nm,,
909,104386,SENSOR,,SENSOR_READING,S03,,,,,,,,VIBRATION,1.12983,g,,
910,104386,SENSOR,,SENSOR_READING,S03,,,,,,,,TEMPERATURE,46.0128,C,,
911,104386,SENSOR,,SENSOR_READING,S03,,,,,,,,CURRENT,14.6489,A,,
912,104386,SENSOR,,SENSOR_READING,S03,,,,,,,,TORQUE,53.9667,Nm,,
913,107266,SENSOR,,SENSOR_READING,S17,,,,,,,,VIBRATION,0.199607,g,,
914,107266,SENSOR,,SENSOR_READING,S17,,,,,,,,TEMPERATURE,39.431,C,,
915,107266,SENSOR,,SENSOR_READING,S17,,,,,,,,CURRENT,2.23898,A,,
916,107266,SENSOR,,SENSOR_READING,S17,,,,,,,,TORQUE,0,Nm,,
917,107590,SENSOR,,SENSOR_READING,S22,,,,,,,,VIBRATION,0.22189,g,,
918,107590,SENSOR,,SENSOR_READING,S22,,,,,,,,TEMPERATURE,39.1653,C,,
919,107590,SENSOR,,SENSOR_READING,S22,,,,,,,,CURRENT,2.34507,A,,
920,107590,SENSOR,,SENSOR_READING,S22,,,,,,,,TORQUE,0.436278,Nm,,
921,107988,SENSOR,,SENSOR_READING,S05,,,,,,,,VIBRATION,0.284294,g,,
922,107988,SENSOR,,SENSOR_READING,S05,,,,,,,,TEMPERATURE,39.8414,C,,
923,107988,SENSOR,,SENSOR_READING,S05,,,,,,,,CURRENT,2.4669,A,,
924,107988,SENSOR,,SENSOR_READING,S05,,,,,,,,TORQUE,0,Nm,,
925,108022,SENSOR,,SENSOR_READING,S25,,,,,,,,VIBRATION,0.186749,g,,
926,108022,SENSOR,,SENSOR_READING,S25,,,,,,,,TEMPERATURE,38.9116,C,,
927,108022,SENSOR,,SENSOR_READING,S25,,,,,,,,CURRENT,2.32766,A,,
928,108022,SENSOR,,SENSOR_READING,S25,,,,,,,,TORQUE,0.435548,Nm,,
929,109756,SENSOR,,SENSOR_READING,S11,,,,,,,,VIBRATION,0.239759,g,,
930,109756,SENSOR,,SENSOR_READING,S11,,,,,,,,TEMPERATURE,40.0045,C,,
931,109756,SENSOR,,SENSOR_READING,S11,,,,,,,,CURRENT,2.05376,A,,
932,109756,SENSOR,,SENSOR_READING,S11,,,,,,,,TORQUE,0.22396,Nm,,
933,109793,SENSOR,,SENSOR_READING,S28,,,,,,,,VIBRATION,0.204084,g,,
934,109793,SENSOR,,SENSOR_READING,S28,,,,,,,,TEMPERATURE,38.8642,C,,
935,109793,SENSOR,,SENSOR_READING,S28,,,,,,,,CURRENT,2.13823,A,,
936,109793,SENSOR,,SENSOR_READING,S28,,,,,,,,TORQUE,0.290595,Nm,,
937,110105,SENSOR,,SENSOR_READING,S07,,,,,,,,VIBRATION,0.205582,g,,
938,110105,SENSOR,,SENSOR_READING,S07,,,,,,,,TEMPERATURE,38.3112,C,,
939,110105,SENSOR,,SENSOR_READING,S07,,,,,,,,CURRENT,2.06092,A,,
940,110105,SENSOR,,SENSOR_READING,S07,,,,,,,,TORQUE,0,Nm,,
941,110112,SENSOR,,SENSOR_READING,S06,,,,,,,,VIBRATION,0.126591,g,,
942,110112,SENSOR,,SENSOR_READING,S06,,,,,,,,TEMPERATURE,39.2896,C,,
943,110112,SENSOR,,SENSOR_READING,S06,,,,,,,,CURRENT,2.24659,A,,
944,110112,SENSOR,,SENSOR_READING,S06,,,,,,,,TORQUE,0,Nm,,
945,110162,SENSOR,,SENSOR_READING,S23,,,,,,,,VIBRATION,0.176845,g,,
946,110162,SENSOR,,SENSOR_READING,S23,,,,,,,,TEMPERATURE,39.3371,C,,
947,110162,SENSOR,,SENSOR_READING,S23,,,,,,,,CURRENT,2.38208,A,,
948,110162,SENSOR,,SENSOR_READING,S23,,,,,,,,TORQUE,0.0267359,Nm,,
949,110318,SENSOR,,SENSOR_READING,S19,,,,,,,,VIBRATION,0.19369,g,,
950,110318,SENSOR,,SENSOR_READING,S19,,,,,,,,TEMPERATURE,39.2506,C,,
951,110318,SENSOR,,SENSOR_READING,S19,,,,,,,,CURRENT,2.20468,A,,
952,110318,SENSOR,,SENSOR_READING,S19,,,,,,,,TORQUE,0.00907649,Nm,,
953,110334,SENSOR,,SENSOR_READING,S26,,,,,,,,VIBRATION,0.186555,g,,
954,110334,SENSOR,,SENSOR_READING,S26,,,,,,,,TEMPERATURE,39.5491,C,,
955,110334,SENSOR,,SENSOR_READING,S26,,,,,,,,CURRENT,2.21483,A,,
956,110334,SENSOR,,SENSOR_READING,S26,,,,,,,,TORQUE,0,Nm,,
957,110399,SENSOR,,SENSOR_READING,S12,,,,,,,,VIBRATION,0.162214,g,,
958,110399,SENSOR,,SENSOR_READING,S12,,,,,,,,TEMPERATURE,39.1245,C,,
959,110399,SENSOR,,SENSOR_READING,S12,,,,,,,,CURRENT,2.18894,A,,
960,110399,SENSOR,,SENSOR_READING,S12,,,,,,,,TORQUE,0.184768,Nm,,
961,110492,SENSOR,,SENSOR_READING,S02,,,,,,,,VIBRATION,1.15115,g,,
962,110492,SENSOR,,SENSOR_READING,S02,,,,,,,,TEMPERATURE,53.7917,C,,
963,110492,SENSOR,,SENSOR_READING,S02,,,,,,,,CURRENT,14.425,A,,
964,110492,SENSOR,,SENSOR_READING,S02,,,,,,,,TORQUE,54.9434,Nm,,
965,111083,STATION,EV000013,PROCESSING_COMPLETED,S01,U000003,0,PROCESSING,,36655,,,,,,,
966,111083,STATION,EV000014,UNIT_ARRIVED,S02,U000003,1,,,,,,,,,,
967,111083,STATION,EV000015,PROCESSING_STARTED,S01,U000004,0,IDLE,PROCESSING,37478,,,,,,,
968,111185,SENSOR,,SENSOR_READING,S01,,,,,,,,VIBRATION,1.14253,g,,
969,111185,SENSOR,,SENSOR_READING,S01,,,,,,,,TEMPERATURE,56.0386,C,,
970,111185,SENSOR,,SENSOR_READING,S01,,,,,,,,CURRENT,14.4749,A,,
971,111185,SENSOR,,SENSOR_READING,S01,,,,,,,,TORQUE,54.9837,Nm,,
972,111408,SENSOR,,SENSOR_READING,S15,,,,,,,,VIBRATION,0.195309,g,,
973,111408,SENSOR,,SENSOR_READING,S15,,,,,,,,TEMPERATURE,39.3158,C,,
974,111408,SENSOR,,SENSOR_READING,S15,,,,,,,,CURRENT,2.16113,A,,
975,111408,SENSOR,,SENSOR_READING,S15,,,,,,,,TORQUE,0.168951,Nm,,
976,111424,SENSOR,,SENSOR_READING,S29,,,,,,,,VIBRATION,0.203374,g,,
977,111424,SENSOR,,SENSOR_READING,S29,,,,,,,,TEMPERATURE,39.0801,C,,
978,111424,SENSOR,,SENSOR_READING,S29,,,,,,,,CURRENT,2.22669,A,,
979,111424,SENSOR,,SENSOR_READING,S29,,,,,,,,TORQUE,0.386461,Nm,,
980,112257,SENSOR,,SENSOR_READING,S21,,,,,,,,VIBRATION,0.212886,g,,
981,112257,SENSOR,,SENSOR_READING,S21,,,,,,,,TEMPERATURE,39.5849,C,,
982,112459,SENSOR,,SENSOR_READING,S20,,,,,,,,VIBRATION,0.177861,g,,
983,112459,SENSOR,,SENSOR_READING,S20,,,,,,,,TEMPERATURE,39.1134,C,,
984,112459,SENSOR,,SENSOR_READING,S20,,,,,,,,CURRENT,2.03395,A,,
985,112459,SENSOR,,SENSOR_READING,S20,,,,,,,,TORQUE,0.72353,Nm,,
986,112502,SENSOR,,SENSOR_READING,S16,,,,,,,,VIBRATION,0.275514,g,,
987,112502,SENSOR,,SENSOR_READING,S16,,,,,,,,TEMPERATURE,39.5323,C,,
988,112502,SENSOR,,SENSOR_READING,S16,,,,,,,,CURRENT,2.22426,A,,
989,112502,SENSOR,,SENSOR_READING,S16,,,,,,,,TORQUE,0,Nm,,
990,114471,SENSOR,,SENSOR_READING,S03,,,,,,,,VIBRATION,1.16413,g,,
991,114471,SENSOR,,SENSOR_READING,S03,,,,,,,,TEMPERATURE,48.0225,C,,
992,114471,SENSOR,,SENSOR_READING,S03,,,,,,,,CURRENT,14.4717,A,,
993,114471,SENSOR,,SENSOR_READING,S03,,,,,,,,TORQUE,53.6467,Nm,,
994,114569,STATION,EV000016,PROCESSING_COMPLETED,S02,U000002,1,PROCESSING,,33829,,,,,,,
995,114569,STATION,EV000017,UNIT_ARRIVED,S03,U000002,1,,,,,,,,,,
996,114569,STATION,EV000018,PROCESSING_STARTED,S02,U000003,0,IDLE,PROCESSING,36456,,,,,,,
997,115824,SENSOR,,SENSOR_READING,S10,,,,,,,,VIBRATION,0.200228,g,,
998,115824,SENSOR,,SENSOR_READING,S10,,,,,,,,TEMPERATURE,39.5993,C,,
999,115908,SENSOR,,SENSOR_READING,S04,,,,,,,,VIBRATION,0.204285,g,,
1000,115908,SENSOR,,SENSOR_READING,S04,,,,,,,,TEMPERATURE,39.301,C,,
1001,116639,SENSOR,,SENSOR_READING,S22,,,,,,,,VIBRATION,0.207921,g,,
1002,116639,SENSOR,,SENSOR_READING,S22,,,,,,,,TEMPERATURE,39.384,C,,
1003,116639,SENSOR,,SENSOR_READING,S22,,,,,,,,CURRENT,2.07744,A,,
1004,116639,SENSOR,,SENSOR_READING,S22,,,,,,,,TORQUE,0,Nm,,
1005,117271,SENSOR,,SENSOR_READING,S17,,,,,,,,VIBRATION,0.188174,g,,
1006,117271,SENSOR,,SENSOR_READING,S17,,,,,,,,TEMPERATURE,39.4188,C,,
1007,117271,SENSOR,,SENSOR_READING,S17,,,,,,,,CURRENT,2.29268,A,,
1008,117271,SENSOR,,SENSOR_READING,S17,,,,,,,,TORQUE,0.51077,Nm,,
1009,117327,SENSOR,,SENSOR_READING,S05,,,,,,,,VIBRATION,0.259465,g,,
1010,117327,SENSOR,,SENSOR_READING,S05,,,,,,,,TEMPERATURE,39.5944,C,,
1011,117327,SENSOR,,SENSOR_READING,S05,,,,,,,,CURRENT,2.29968,A,,
1012,117327,SENSOR,,SENSOR_READING,S05,,,,,,,,TORQUE,0,Nm,,
1013,118301,SENSOR,,SENSOR_READING,S25,,,,,,,,VIBRATION,0.225772,g,,
1014,118301,SENSOR,,SENSOR_READING,S25,,,,,,,,TEMPERATURE,38.7865,C,,
1015,118301,SENSOR,,SENSOR_READING,S25,,,,,,,,CURRENT,2.2312,A,,
1016,118301,SENSOR,,SENSOR_READING,S25,,,,,,,,TORQUE,0.744839,Nm,,
1017,118397,SENSOR,,SENSOR_READING,S32,,,,,,,,VIBRATION,0.121284,g,,
1018,118397,SENSOR,,SENSOR_READING,S32,,,,,,,,TEMPERATURE,39.1536,C,,
1019,118907,SENSOR,,SENSOR_READING,S14,,,,,,,,VIBRATION,0.165272,g,,
1020,118907,SENSOR,,SENSOR_READING,S14,,,,,,,,TEMPERATURE,40.1899,C,,
1021,119157,SENSOR,,SENSOR_READING,S06,,,,,,,,VIBRATION,0.147981,g,,
1022,119157,SENSOR,,SENSOR_READING,S06,,,,,,,,TEMPERATURE,39.351,C,,
1023,119157,SENSOR,,SENSOR_READING,S06,,,,,,,,CURRENT,2.09756,A,,
1024,119157,SENSOR,,SENSOR_READING,S06,,,,,,,,TORQUE,0.473031,Nm,,
1025,119317,SENSOR,,SENSOR_READING,S11,,,,,,,,VIBRATION,0.25412,g,,
1026,119317,SENSOR,,SENSOR_READING,S11,,,,,,,,TEMPERATURE,40.017,C,,
1027,119317,SENSOR,,SENSOR_READING,S11,,,,,,,,CURRENT,2.41742,A,,
1028,119317,SENSOR,,SENSOR_READING,S11,,,,,,,,TORQUE,0.258387,Nm,,
1029,119355,SENSOR,,SENSOR_READING,S31,,,,,,,,VIBRATION,0.201565,g,,
1030,119355,SENSOR,,SENSOR_READING,S31,,,,,,,,TEMPERATURE,39.47,C,,
1031,119384,SENSOR,,SENSOR_READING,S12,,,,,,,,VIBRATION,0.169651,g,,
1032,119384,SENSOR,,SENSOR_READING,S12,,,,,,,,TEMPERATURE,39.2462,C,,
1033,119384,SENSOR,,SENSOR_READING,S12,,,,,,,,CURRENT,2.21888,A,,
1034,119384,SENSOR,,SENSOR_READING,S12,,,,,,,,TORQUE,0.292813,Nm,,
1035,119468,SENSOR,,SENSOR_READING,S07,,,,,,,,VIBRATION,0.148381,g,,
1036,119468,SENSOR,,SENSOR_READING,S07,,,,,,,,TEMPERATURE,38.4377,C,,
1037,119468,SENSOR,,SENSOR_READING,S07,,,,,,,,CURRENT,2.18414,A,,
1038,119468,SENSOR,,SENSOR_READING,S07,,,,,,,,TORQUE,0.267507,Nm,,
1039,119632,SENSOR,,SENSOR_READING,S28,,,,,,,,VIBRATION,0.180869,g,,
1040,119632,SENSOR,,SENSOR_READING,S28,,,,,,,,TEMPERATURE,38.6409,C,,
1041,119632,SENSOR,,SENSOR_READING,S28,,,,,,,,CURRENT,2.25643,A,,
1042,119632,SENSOR,,SENSOR_READING,S28,,,,,,,,TORQUE,0.0582113,Nm,,
1043,120082,SENSOR,,SENSOR_READING,S01,,,,,,,,VIBRATION,1.14437,g,,
1044,120082,SENSOR,,SENSOR_READING,S01,,,,,,,,TEMPERATURE,56.6482,C,,
1045,120082,SENSOR,,SENSOR_READING,S01,,,,,,,,CURRENT,14.4603,A,,
1046,120082,SENSOR,,SENSOR_READING,S01,,,,,,,,TORQUE,54.7721,Nm,,
1047,120105,SENSOR,,SENSOR_READING,S19,,,,,,,,VIBRATION,0.189376,g,,
1048,120105,SENSOR,,SENSOR_READING,S19,,,,,,,,TEMPERATURE,39.0952,C,,
1049,120105,SENSOR,,SENSOR_READING,S19,,,,,,,,CURRENT,2.17473,A,,
1050,120105,SENSOR,,SENSOR_READING,S19,,,,,,,,TORQUE,0,Nm,,
1051,120119,SENSOR,,SENSOR_READING,S23,,,,,,,,VIBRATION,0.204935,g,,
1052,120119,SENSOR,,SENSOR_READING,S23,,,,,,,,TEMPERATURE,39.1912,C,,
1053,120119,SENSOR,,SENSOR_READING,S23,,,,,,,,CURRENT,2.16973,A,,
1054,120119,SENSOR,,SENSOR_READING,S23,,,,,,,,TORQUE,0.0913622,Nm,,
1055,120995,SENSOR,,SENSOR_READING,S09,,,,,,,,VIBRATION,0.1434,g,,
1056,120995,SENSOR,,SENSOR_READING,S09,,,,,,,,TEMPERATURE,39.8106,C,,
1057,121172,SENSOR,,SENSOR_READING,S02,,,,,,,,VIBRATION,1.23718,g,,
1058,121172,SENSOR,,SENSOR_READING,S02,,,,,,,,TEMPERATURE,54.7113,C,,
1059,121172,SENSOR,,SENSOR_READING,S02,,,,,,,,CURRENT,14.5386,A,,
1060,121172,SENSOR,,SENSOR_READING,S02,,,,,,,,TORQUE,55.5721,Nm,,
1061,121454,SENSOR,,SENSOR_READING,S26,,,,,,,,VIBRATION,0.160585,g,,
1062,121454,SENSOR,,SENSOR_READING,S26,,,,,,,,TEMPERATURE,39.6412,C,,
1063,121454,SENSOR,,SENSOR_READING,S26,,,,,,,,CURRENT,2.28315,A,,
1064,121454,SENSOR,,SENSOR_READING,S26,,,,,,,,TORQUE,0,Nm,,
1065,121924,SENSOR,,SENSOR_READING,S20,,,,,,,,VIBRATION,0.175334,g,,
1066,121924,SENSOR,,SENSOR_READING,S20,,,,,,,,TEMPERATURE,39.215,C,,
1067,121924,SENSOR,,SENSOR_READING,S20,,,,,,,,CURRENT,2.18841,A,,
1068,121924,SENSOR,,SENSOR_READING,S20,,,,,,,,TORQUE,0,Nm,,
1069,122041,SENSOR,,SENSOR_READING,S29,,,,,,,,VIBRATION,0.162224,g,,
1070,122041,SENSOR,,SENSOR_READING,S29,,,,,,,,TEMPERATURE,39.0412,C,,
1071,122041,SENSOR,,SENSOR_READING,S29,,,,,,,,CURRENT,2.10197,A,,
1072,122041,SENSOR,,SENSOR_READING,S29,,,,,,,,TORQUE,0,Nm,,
1073,122358,SENSOR,,SENSOR_READING,S15,,,,,,,,VIBRATION,0.209603,g,,
1074,122358,SENSOR,,SENSOR_READING,S15,,,,,,,,TEMPERATURE,39.2567,C,,
1075,122358,SENSOR,,SENSOR_READING,S15,,,,,,,,CURRENT,2.28128,A,,
1076,122358,SENSOR,,SENSOR_READING,S15,,,,,,,,TORQUE,0,Nm,,
1077,122389,SENSOR,,SENSOR_READING,S16,,,,,,,,VIBRATION,0.183264,g,,
1078,122389,SENSOR,,SENSOR_READING,S16,,,,,,,,TEMPERATURE,39.6612,C,,
1079,122389,SENSOR,,SENSOR_READING,S16,,,,,,,,CURRENT,2.2718,A,,
